"Código técnico";"Formulario REM";Sección;Columna;"Nombre funcional de la variable";"Tipo de regla";Descripción;"Lógica resumida";"Fórmula Excel (técnico)";"Rango de filas";"Nivel de importancia";Estado;Fuente;"Observación para revisión";"Validado por Estadística";"Comentario Estadística"
a27_e_e_sum_equals;A27;E;E;"Nº de Participantes";"Suma igual al Total";"Valida que la suma de las columnas F + G + H + I + J + K + L + M + N + O + P + Q + R + S + T + U sea igual al total de la columna E. Variable: Nº de Participantes. De lo contrario, se marca como observación.";"Suma(F + G + H + I + J + K + L + M + N + O + P + Q + R + S + T + U) = Columna E";;—;Error;Activa;"Estructura Excel";;;
a27_f_d_sum_equals;A27;F;D;"Nº de intervenciones";"Suma igual al Total";"Valida que la suma de las columnas E + F + G + H + I + J sea igual al total de la columna D (Fila 122). Variable: Nº de intervenciones. De lo contrario, se marca como observación.";"Suma(E + F + G + H + I + J) = Columna D";;"Fila 122";Error;Activa;"Estructura Excel";;;
a27_i_b_sum_equals;A27;I;B;"N° Total de Servicios";"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M sea igual al total de la columna B (Fila 143). Variable: N° Total de Servicios. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M) = Columna B";;"Fila 143";Error;Activa;"Estructura Excel";;;
a27_l_d_sum_equals;A27;L;D;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas E + F + G + H sea igual al total de la columna D (Fila 171). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(E + F + G + H) = Columna D";;"Fila 171";Error;Activa;"Estructura Excel";;;
a27_l_e_sum_equals;A27;L;E;"Un Profesional";"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 171–202). Variable: Un Profesional. De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 171–202";Error;Activa;"Estructura Excel";;;
a27_l_f_sum_equals;A27;L;F;"Dos o más profesionales";"Suma igual al Total";"Valida que la suma de las columnas F sea igual al total de la columna F (Filas 171–202). Variable: Dos o más profesionales. De lo contrario, se marca como observación.";"Suma(F) = Columna F";;"Filas 171–202";Error;Activa;"Estructura Excel";;;
a27_l_g_sum_equals;A27;L;G;"Un profesional y un Técnico en Enfermería";"Suma igual al Total";"Valida que la suma de las columnas G sea igual al total de la columna G (Filas 171–202). Variable: Un profesional y un Técnico en Enfermería. De lo contrario, se marca como observación.";"Suma(G) = Columna G";;"Filas 171–202";Error;Activa;"Estructura Excel";;;
a27_l_h_sum_equals;A27;L;H;"Técnico en Enfermería";"Suma igual al Total";"Valida que la suma de las columnas H sea igual al total de la columna H (Filas 171–202). Variable: Técnico en Enfermería. De lo contrario, se marca como observación.";"Suma(H) = Columna H";;"Filas 171–202";Error;Activa;"Estructura Excel";;;
a27_l_i_sum_equals;A27;L;I;"Facilitador/a Intercultural Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas I sea igual al total de la columna I (Filas 171–202). Variable: Facilitador/a Intercultural Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(I) = Columna I";;"Filas 171–202";Error;Activa;"Estructura Excel";;;
a28_a.1_aq_sum_equals;A28;A.1;AQ;"Personas con discapacidad (con RND)";"Suma igual al Total";"Valida que la suma de las columnas AQ sea igual al total de la columna AQ (Filas 20–24). Variable: Personas con discapacidad (con RND). De lo contrario, se marca como observación.";"Suma(AQ) = Columna AQ";;"Filas 20–24";Error;Activa;"Estructura Excel";;;
a28_a.1_ar_sum_equals;A28;A.1;AR;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AR sea igual al total de la columna AR (Filas 20–24). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AR) = Columna AR";;"Filas 20–24";Error;Activa;"Estructura Excel";;;
a28_a.1_as_sum_equals;A28;A.1;AS;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas AS sea igual al total de la columna AS (Filas 20–24). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(AS) = Columna AS";;"Filas 20–24";Error;Activa;"Estructura Excel";;;
a28_a.10_b_sum_equals;A28;A.10;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G sea igual al total de la columna B (Fila 122). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G) = Columna B";;"Fila 122";Error;Activa;"Estructura Excel";;;
a28_a.3_b_sum_equals;A28;A.3;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F sea igual al total de la columna B (Fila 56). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F) = Columna B";;"Fila 56";Error;Activa;"Estructura Excel";;;
a28_a.4_b_sum_equals;A28;A.4;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 65). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 65";Error;Activa;"Estructura Excel";;;
a28_a.5_b_sum_equals;A28;A.5;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 73). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 73";Error;Activa;"Estructura Excel";;;
a28_a.6_b_sum_equals;A28;A.6;B;"Rehabilitación NNA";"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 80–96). Variable: Rehabilitación NNA. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 80–96";Error;Activa;"Estructura Excel";;;
a28_a.6_c_sum_equals;A28;A.6;C;"Rehabilitación Integral APS";"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 80–96). Variable: Rehabilitación Integral APS. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 80–96";Error;Activa;"Estructura Excel";;;
a28_a.6_d_sum_equals;A28;A.6;D;"Otros Rehabilitación";"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 80–96). Variable: Otros Rehabilitación. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 80–96";Error;Activa;"Estructura Excel";;;
a28_a.6_e_sum_equals;A28;A.6;E;"Rehabilitación móvil (rural)";"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 80–96). Variable: Rehabilitación móvil (rural). De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 80–96";Error;Activa;"Estructura Excel";;;
a28_a.7_b_sum_equals;A28;A.7;B;"Rehabilitación NNA";"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 100–104). Variable: Rehabilitación NNA. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 100–104";Error;Activa;"Estructura Excel";;;
a28_a.7_c_sum_equals;A28;A.7;C;"Rehabilitación Integral APS";"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 100–104). Variable: Rehabilitación Integral APS. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 100–104";Error;Activa;"Estructura Excel";;;
a28_a.7_d_sum_equals;A28;A.7;D;"Otros Rehabilitación";"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 100–104). Variable: Otros Rehabilitación. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 100–104";Error;Activa;"Estructura Excel";;;
a28_a.7_e_sum_equals;A28;A.7;E;"Rehabilitación móvil (rural)";"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 100–104). Variable: Rehabilitación móvil (rural). De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 100–104";Error;Activa;"Estructura Excel";;;
a28_a.8_b_sum_equals;A28;A.8;B;"Rehabilitación NNA";"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 108–112). Variable: Rehabilitación NNA. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 108–112";Error;Activa;"Estructura Excel";;;
a28_a.8_c_sum_equals;A28;A.8;C;"Rehabilitación Integral APS";"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 108–112). Variable: Rehabilitación Integral APS. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 108–112";Error;Activa;"Estructura Excel";;;
a28_a.8_d_sum_equals;A28;A.8;D;"Otros Rehabilitación";"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 108–112). Variable: Otros Rehabilitación. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 108–112";Error;Activa;"Estructura Excel";;;
a28_a.8_e_sum_equals;A28;A.8;E;"Rehabilitación móvil (rural)";"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 108–112). Variable: Rehabilitación móvil (rural). De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 108–112";Error;Activa;"Estructura Excel";;;
a28_a.9_b_sum_equals;A28;A.9;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F sea igual al total de la columna B (Fila 117). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F) = Columna B";;"Fila 117";Error;Activa;"Estructura Excel";;;
a28_b.2_b_sum_equals;A28;B.2;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 188). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 188";Error;Activa;"Estructura Excel";;;
a28_b.3_b_sum_equals;A28;B.3;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 200). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 200";Error;Activa;"Estructura Excel";;;
a28_b.4_b_sum_equals;A28;B.4;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 211). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 211";Error;Activa;"Estructura Excel";;;
a28_b.6_b_sum_equals;A28;B.6;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 224–248). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 224–248";Error;Activa;"Estructura Excel";;;
a28_c.1_b_sum_equals;A28;C.1;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 254). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 254";Error;Activa;"Estructura Excel";;;
a28_c.2_b_sum_equals;A28;C.2;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 260). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 260";Error;Activa;"Estructura Excel";;;
a28_c.3_b_sum_equals;A28;C.3;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 290). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 290";Error;Activa;"Estructura Excel";;;
a29_b_c_sum_equals;A29;B;C;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas D + E + F + G + H + I + J + K + L sea igual al total de la columna C (Fila 32). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(D + E + F + G + H + I + J + K + L) = Columna C";;"Fila 32";Error;Activa;"Estructura Excel";;;
a29_d_b_sum_equals;A29;D;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D sea igual al total de la columna B (Fila 111). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D) = Columna B";;"Fila 111";Error;Activa;"Estructura Excel";;;
a29_e_b_sum_equals;A29;E;B;Total;"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 115–131). Variable: Total. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 115–131";Error;Activa;"Estructura Excel";;;
a29_h_b_sum_equals;A29;H;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J sea igual al total de la columna B (Fila 156). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J) = Columna B";;"Fila 156";Error;Activa;"Estructura Excel";;;
a29_i_b_sum_equals;A29;I;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E sea igual al total de la columna B (Fila 162). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E) = Columna B";;"Fila 162";Error;Activa;"Estructura Excel";;;
a30_f_b_sum_equals;A30;F;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 124–129). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 124–129";Error;Activa;"Estructura Excel";;;
a30ar_d_f_sum_equals;A30AR;D;F;"TOTAL PRESTACIONES TELEMEDICINA REALIZADAS EN MODALIDAD SINCRÓNICA";"Suma igual al Total";"Valida que la suma de las columnas F sea igual al total de la columna F (Filas 69–72). Variable: TOTAL PRESTACIONES TELEMEDICINA REALIZADAS EN MODALIDAD SINCRÓNICA. De lo contrario, se marca como observación.";"Suma(F) = Columna F";;"Filas 69–72";Error;Activa;"Estructura Excel";;;
a30ar_d_g_sum_equals;A30AR;D;G;"TOTAL PRESTACIONES TELEMEDICINA REALIZADAS EN MODALIDAD ASINCRÓNICA";"Suma igual al Total";"Valida que la suma de las columnas G sea igual al total de la columna G (Filas 69–72). Variable: TOTAL PRESTACIONES TELEMEDICINA REALIZADAS EN MODALIDAD ASINCRÓNICA. De lo contrario, se marca como observación.";"Suma(G) = Columna G";;"Filas 69–72";Error;Activa;"Estructura Excel";;;
a30ar_f_b_sum_equals;A30AR;F;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E sea igual al total de la columna B (Fila 85). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E) = Columna B";;"Fila 85";Error;Activa;"Estructura Excel";;;
a30ar_f1_b_sum_equals;A30AR;F1;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E sea igual al total de la columna B (Fila 85). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E) = Columna B";;"Fila 85";Error;Activa;"Estructura Excel";;;
a30ar_f2_b_sum_equals;A30AR;F2;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D sea igual al total de la columna B (Fila 91). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D) = Columna B";;"Fila 91";Error;Activa;"Estructura Excel";;;
a30ar_f3_b_sum_equals;A30AR;F3;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D sea igual al total de la columna B (Fila 97). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D) = Columna B";;"Fila 97";Error;Activa;"Estructura Excel";;;
a30ar_h_b_sum_equals;A30AR;H;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G sea igual al total de la columna B (Fila 111). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G) = Columna B";;"Fila 111";Error;Activa;"Estructura Excel";;;
a31_a_an_sum_equals;A31;A;AN;"Atenciones realizadas durante otras consultas";"Suma igual al Total";"Valida que la suma de las columnas AN sea igual al total de la columna AN (Filas 12–27). Variable: Atenciones realizadas durante otras consultas. De lo contrario, se marca como observación.";"Suma(AN) = Columna AN";;"Filas 12–27";Error;Activa;"Estructura Excel";;;
a31_a_ao_sum_equals;A31;A;AO;Beneficiarios;"Suma igual al Total";"Valida que la suma de las columnas AO sea igual al total de la columna AO (Filas 12–27). Variable: Beneficiarios. De lo contrario, se marca como observación.";"Suma(AO) = Columna AO";;"Filas 12–27";Error;Activa;"Estructura Excel";;;
a31_a_ap_sum_equals;A31;A;AP;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AP sea igual al total de la columna AP (Filas 12–27). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AP) = Columna AP";;"Filas 12–27";Error;Activa;"Estructura Excel";;;
a31_a_aq_sum_equals;A31;A;AQ;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas AQ sea igual al total de la columna AQ (Filas 12–27). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(AQ) = Columna AQ";;"Filas 12–27";Error;Activa;"Estructura Excel";;;
a31_a_ar_sum_equals;A31;A;AR;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas AR sea igual al total de la columna AR (Filas 12–27). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(AR) = Columna AR";;"Filas 12–27";Error;Activa;"Estructura Excel";;;
a31_a_as_sum_equals;A31;A;AS;"Ingresos a Medicina Complementaria";"Suma igual al Total";"Valida que la suma de las columnas AS sea igual al total de la columna AS (Filas 12–27). Variable: Ingresos a Medicina Complementaria. De lo contrario, se marca como observación.";"Suma(AS) = Columna AS";;"Filas 12–27";Error;Activa;"Estructura Excel";;;
a31_a_at_sum_equals;A31;A;AT;Controles;"Suma igual al Total";"Valida que la suma de las columnas AT sea igual al total de la columna AT (Filas 12–27). Variable: Controles. De lo contrario, se marca como observación.";"Suma(AT) = Columna AT";;"Filas 12–27";Error;Activa;"Estructura Excel";;;
a31_a_au_sum_equals;A31;A;AU;Pacientes;"Suma igual al Total";"Valida que la suma de las columnas AU sea igual al total de la columna AU (Filas 12–27). Variable: Pacientes. De lo contrario, se marca como observación.";"Suma(AU) = Columna AU";;"Filas 12–27";Error;Activa;"Estructura Excel";;;
a31_a_av_sum_equals;A31;A;AV;"Familiares / Cuidadores de los Pacientes";"Suma igual al Total";"Valida que la suma de las columnas AV sea igual al total de la columna AV (Filas 12–27). Variable: Familiares / Cuidadores de los Pacientes. De lo contrario, se marca como observación.";"Suma(AV) = Columna AV";;"Filas 12–27";Error;Activa;"Estructura Excel";;;
a31_a_aw_sum_equals;A31;A;AW;Funcionarios;"Suma igual al Total";"Valida que la suma de las columnas AW sea igual al total de la columna AW (Filas 12–27). Variable: Funcionarios. De lo contrario, se marca como observación.";"Suma(AW) = Columna AW";;"Filas 12–27";Error;Activa;"Estructura Excel";;;
a31_b_b_sum_equals;A31;B;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S + T + U + V + W + X + Y + Z + AA + AB + AC + AD + AE + AF sea igual al total de la columna B (Fila 32). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S + T + U + V + W + X + Y + Z + AA + AB + AC + AD + AE + AF) = Columna B";;"Fila 32";Error;Activa;"Estructura Excel";;;
a31_b_c_sum_equals;A31;B;C;Acupuntura;"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 32–45). Variable: Acupuntura. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 32–45";Error;Activa;"Estructura Excel";;;
a31_b_d_sum_equals;A31;B;D;Homeopatía;"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 32–45). Variable: Homeopatía. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 32–45";Error;Activa;"Estructura Excel";;;
a31_b_e_sum_equals;A31;B;E;Naturopatía;"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 32–45). Variable: Naturopatía. De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 32–45";Error;Activa;"Estructura Excel";;;
a31_c_b_sum_equals;A31;C;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S + T + U + V + W + X + Y + Z + AA + AB + AC + AD + AE + AF sea igual al total de la columna B (Fila 50). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S + T + U + V + W + X + Y + Z + AA + AB + AC + AD + AE + AF) = Columna B";;"Fila 50";Error;Activa;"Estructura Excel";;;
a31_c_c_sum_equals;A31;C;C;Acupuntura;"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 50–65). Variable: Acupuntura. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 50–65";Error;Activa;"Estructura Excel";;;
a31_c_d_sum_equals;A31;C;D;Homeopatía;"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 50–65). Variable: Homeopatía. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 50–65";Error;Activa;"Estructura Excel";;;
a31_c_e_sum_equals;A31;C;E;Naturopatía;"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 50–65). Variable: Naturopatía. De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 50–65";Error;Activa;"Estructura Excel";;;
a31_d_b_sum_equals;A31;D;B;"TOTAL DE SESIONES GRUPALES";"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 71–84). Variable: TOTAL DE SESIONES GRUPALES. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 71–84";Error;Activa;"Estructura Excel";;;
a31_d_n_sum_equals;A31;D;N;Pacientes;"Suma igual al Total";"Valida que la suma de las columnas N sea igual al total de la columna N (Filas 71–84). Variable: Pacientes. De lo contrario, se marca como observación.";"Suma(N) = Columna N";;"Filas 71–84";Error;Activa;"Estructura Excel";;;
a31_d_o_sum_equals;A31;D;O;"Familiares / Cuidadores de los pacientes";"Suma igual al Total";"Valida que la suma de las columnas O sea igual al total de la columna O (Filas 71–84). Variable: Familiares / Cuidadores de los pacientes. De lo contrario, se marca como observación.";"Suma(O) = Columna O";;"Filas 71–84";Error;Activa;"Estructura Excel";;;
a31_d_p_sum_equals;A31;D;P;Funcionarios;"Suma igual al Total";"Valida que la suma de las columnas P sea igual al total de la columna P (Filas 71–84). Variable: Funcionarios. De lo contrario, se marca como observación.";"Suma(P) = Columna P";;"Filas 71–84";Error;Activa;"Estructura Excel";;;
a31_d_q_sum_equals;A31;D;Q;Beneficiarios;"Suma igual al Total";"Valida que la suma de las columnas Q sea igual al total de la columna Q (Filas 71–84). Variable: Beneficiarios. De lo contrario, se marca como observación.";"Suma(Q) = Columna Q";;"Filas 71–84";Error;Activa;"Estructura Excel";;;
a31_d_r_sum_equals;A31;D;R;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas R sea igual al total de la columna R (Filas 71–84). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(R) = Columna R";;"Filas 71–84";Error;Activa;"Estructura Excel";;;
a31_d_s_sum_equals;A31;D;S;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas S sea igual al total de la columna S (Filas 71–84). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(S) = Columna S";;"Filas 71–84";Error;Activa;"Estructura Excel";;;
a31_d_t_sum_equals;A31;D;T;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas T sea igual al total de la columna T (Filas 71–84). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(T) = Columna T";;"Filas 71–84";Error;Activa;"Estructura Excel";;;
a31_e_b_sum_equals;A31;E;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 89). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 89";Error;Activa;"Estructura Excel";;;
a32_a_b_sum_equals;A32;A;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 11). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 11";Error;Activa;"Estructura Excel";;;
a32_a_v_sum_equals;A32;A;V;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas V sea igual al total de la columna V (Filas 11–15). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(V) = Columna V";;"Filas 11–15";Error;Activa;"Estructura Excel";;;
a32_a_w_sum_equals;A32;A;W;"Servicio Nacional Protección Especializada a la Niñez y Adolescencia";"Suma igual al Total";"Valida que la suma de las columnas W sea igual al total de la columna W (Filas 11–15). Variable: Servicio Nacional Protección Especializada a la Niñez y Adolescencia. De lo contrario, se marca como observación.";"Suma(W) = Columna W";;"Filas 11–15";Error;Activa;"Estructura Excel";;;
a32_a_x_sum_equals;A32;A;X;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas X sea igual al total de la columna X (Filas 11–15). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(X) = Columna X";;"Filas 11–15";Error;Activa;"Estructura Excel";;;
a32_a_y_sum_equals;A32;A;Y;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas Y sea igual al total de la columna Y (Filas 11–15). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(Y) = Columna Y";;"Filas 11–15";Error;Activa;"Estructura Excel";;;
a32_a_z_sum_equals;A32;A;Z;"Espacios amigables/ Adolescentes";"Suma igual al Total";"Valida que la suma de las columnas Z sea igual al total de la columna Z (Filas 11–15). Variable: Espacios amigables/ Adolescentes. De lo contrario, se marca como observación.";"Suma(Z) = Columna Z";;"Filas 11–15";Error;Activa;"Estructura Excel";;;
a32_b_b_sum_equals;A32;B;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E sea igual al total de la columna B (Fila 19). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E) = Columna B";;"Fila 19";Error;Activa;"Estructura Excel";;;
a32_b_c_sum_equals;A32;B;C;Médico/a;"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 19–23). Variable: Médico/a. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 19–23";Error;Activa;"Estructura Excel";;;
a32_b_d_sum_equals;A32;B;D;Odontólogo/a;"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 19–23). Variable: Odontólogo/a. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 19–23";Error;Activa;"Estructura Excel";;;
